Date,Open,High,Low,Close,Adj Close,Volume
2016-11-18,27.43000030517578,27.635000228881836,27.415000915527344,27.514999389648438,25.899370193481445,113715600
2016-11-21,27.530000686645508,27.997499465942383,27.502500534057617,27.9325008392334,26.292354583740234,117058400
2016-11-22,27.987499237060547,28.104999542236328,27.850000381469727,27.950000762939453,26.308828353881836,103862000
2016-11-23,27.84000015258789,27.877500534057617,27.582500457763672,27.8075008392334,26.174694061279297,109705600
2016-11-25,27.782499313354492,27.967500686645508,27.737499237060547,27.947500228881836,26.306472778320312,45903600
2016-11-28,27.857500076293945,28.11750030517578,27.84749984741211,27.892499923706055,26.25470542907715,108776000
2016-11-29,27.69499969482422,28.00749969482422,27.517499923706055,27.864999771118164,26.228818893432617,114115200
2016-11-30,27.899999618530273,28.049999237060547,27.5674991607666,27.6299991607666,26.007617950439453,144649200
2016-12-01,27.592500686645508,27.735000610351562,27.25749969482422,27.372499465942383,25.765233993530273,148347600
2016-12-02,27.292499542236328,27.522499084472656,27.212499618530273,27.475000381469727,25.861717224121094,106112000
2016-12-05,27.5,27.50749969482422,27.0625,27.27750015258789,25.675817489624023,137298000
2016-12-06,27.375,27.59000015258789,27.297500610351562,27.487499237060547,25.873477935791016,104782000
2016-12-07,27.315000534057617,27.797500610351562,27.290000915527344,27.75749969482422,26.127628326416016,119994800
2016-12-08,27.71500015258789,28.107500076293945,27.649999618530273,28.030000686645508,26.38412857055664,108273200
2016-12-09,28.077499389648438,28.674999237060547,28.077499389648438,28.487499237060547,26.814767837524414,137610400
2016-12-12,28.322500228881836,28.75,28.122499465942383,28.325000762939453,26.661808013916016,105497600
2016-12-13,28.459999084472656,28.979999542236328,28.4375,28.797500610351562,27.106563568115234,174935200
2016-12-14,28.760000228881836,29.049999237060547,28.7450008392334,28.797500610351562,27.106563568115234,136127200
2016-12-15,28.844999313354492,29.1825008392334,28.8075008392334,28.954999923706055,27.25481605529785,186098000
2016-12-16,29.11750030517578,29.125,28.912500381469727,28.99250030517578,27.290109634399414,177404400
2016-12-19,28.950000762939453,29.344999313354492,28.9375,29.15999984741211,27.447776794433594,111117600
2016-12-20,29.184999465942383,29.375,29.170000076293945,29.237499237060547,27.52072525024414,85700000
2016-12-21,29.200000762939453,29.350000381469727,29.19499969482422,29.264999389648438,27.546613693237305,95132800
2016-12-22,29.087499618530273,29.127500534057617,28.90999984741211,29.072500228881836,27.365419387817383,104343600
2016-12-23,28.897499084472656,29.1299991607666,28.897499084472656,29.1299991607666,27.419540405273438,56998000
2016-12-27,29.1299991607666,29.450000762939453,29.122499465942383,29.315000534057617,27.59367561340332,73187600
2016-12-28,29.3799991607666,29.5049991607666,29.049999237060547,29.190000534057617,27.47601318359375,83623600
2016-12-29,29.112499237060547,29.27750015258789,29.100000381469727,29.1825008392334,27.468955993652344,60158000
2016-12-30,29.162500381469727,29.299999237060547,28.857500076293945,28.954999923706055,27.25481605529785,122345200
2017-01-03,28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727,27.332469940185547,115127600
2017-01-04,28.962499618530273,29.127500534057617,28.9375,29.0049991607666,27.3018798828125,84472400
2017-01-05,28.979999542236328,29.21500015258789,28.952499389648438,29.15250015258789,27.440723419189453,88774400
2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.746631622314453,127007600
2017-01-09,29.487499237060547,29.857500076293945,29.485000610351562,29.747499465942383,28.000783920288086,134247600
2017-01-10,29.6924991607666,29.844999313354492,29.575000762939453,29.77750015258789,28.029022216796875,97848400
2017-01-11,29.684999465942383,29.982500076293945,29.649999618530273,29.9375,28.17962646484375,110354400
2017-01-12,29.725000381469727,29.825000762939453,29.552499771118164,29.8125,28.06196403503418,108344800
2017-01-13,29.77750015258789,29.905000686645508,29.702499389648438,29.760000228881836,28.012548446655273,104447600
2017-01-17,29.584999084472656,30.059999465942383,29.55500030517578,30.0,28.23845672607422,137759200
2017-01-18,30.0,30.125,29.927499771118164,29.997499465942383,28.23609733581543,94852000
2017-01-19,29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422,28.18668556213379,102389200
2017-01-20,30.112499237060547,30.112499237060547,29.9325008392334,30.0,28.23845672607422,130391600
2017-01-23,30.0,30.202499389648438,29.9424991607666,30.020000457763672,28.257278442382812,88200800
2017-01-24,29.887500762939453,30.024999618530273,29.875,29.99250030517578,28.231393814086914,92844000
2017-01-25,30.104999542236328,30.524999618530273,30.06999969482422,30.469999313354492,28.680858612060547,129510400
2017-01-26,30.417499542236328,30.610000610351562,30.399999618530273,30.485000610351562,28.694976806640625,105350400
2017-01-27,30.53499984741211,30.587499618530273,30.399999618530273,30.487499237060547,28.697330474853516,82251600
2017-01-30,30.232500076293945,30.407499313354492,30.165000915527344,30.407499313354492,28.622026443481445,121510000
2017-01-31,30.287500381469727,30.34749984741211,30.155000686645508,30.337499618530273,28.556137084960938,196804000
2017-02-01,31.75749969482422,32.622501373291016,31.752500534057617,32.1875,30.297510147094727,447940000
2017-02-02,31.9950008392334,32.34749984741211,31.94499969482422,32.13249969482422,30.245742797851562,134841600
2017-02-03,32.07749938964844,32.29750061035156,32.040000915527344,32.27000045776367,30.375167846679688,98029200
2017-02-06,32.282501220703125,32.625,32.224998474121094,32.5724983215332,30.65989875793457,107383600
2017-02-07,32.6349983215332,33.022499084472656,32.61249923706055,32.88249969482422,30.95169448852539,152735200
2017-02-08,32.837501525878906,33.05500030517578,32.80500030517578,33.0099983215332,31.071718215942383,92016400
2017-02-09,32.912498474121094,33.11249923706055,32.779998779296875,33.10499954223633,31.29624366760254,113399600
2017-02-10,33.1150016784668,33.23500061035156,33.01250076293945,33.029998779296875,31.225330352783203,80262000
2017-02-13,33.27000045776367,33.45500183105469,33.1875,33.3224983215332,31.501848220825195,92141600
